date,state,cases,deaths,new_cases,pct_change,seven_day_ave
2020-01-25,California,1,0.0,1.0,,0.5
2020-01-26,California,2,0.0,1.0,1.0,0.4
2020-01-27,California,2,0.0,0.0,0.0,0.3333333333333333
2020-01-28,California,2,0.0,0.0,0.0,0.42857142857142855
2020-01-29,California,2,0.0,0.0,0.0,0.2857142857142857
2020-01-30,California,2,0.0,0.0,0.0,0.5714285714285714
2020-01-31,California,3,0.0,1.0,0.5,0.5714285714285714
2020-02-01,California,3,0.0,0.0,0.0,0.5714285714285714
2020-02-02,California,6,0.0,3.0,1.0,0.5714285714285714
2020-02-03,California,6,0.0,0.0,0.0,0.5714285714285714
2020-02-04,California,6,0.0,0.0,0.0,0.42857142857142855
2020-02-05,California,6,0.0,0.0,0.0,0.42857142857142855
2020-02-06,California,6,0.0,0.0,0.0,0.0
2020-02-07,California,6,0.0,0.0,0.0,0.14285714285714285
2020-02-08,California,6,0.0,0.0,0.0,0.14285714285714285
2020-02-09,California,6,0.0,0.0,0.0,0.14285714285714285
2020-02-10,California,7,0.0,1.0,0.16666666666666674,0.14285714285714285
2020-02-11,California,7,0.0,0.0,0.0,0.14285714285714285
2020-02-12,California,7,0.0,0.0,0.0,0.14285714285714285
2020-02-13,California,7,0.0,0.0,0.0,0.14285714285714285
2020-02-14,California,7,0.0,0.0,0.0,0.0
2020-02-15,California,7,0.0,0.0,0.0,0.0
2020-02-16,California,7,0.0,0.0,0.0,0.0
2020-02-17,California,7,0.0,0.0,0.0,0.14285714285714285
2020-02-18,California,7,0.0,0.0,0.0,0.2857142857142857
2020-02-19,California,7,0.0,0.0,0.0,0.2857142857142857
2020-02-20,California,8,0.0,1.0,0.1428571428571428,0.2857142857142857
2020-02-21,California,9,0.0,1.0,0.125,0.5714285714285714
2020-02-22,California,9,0.0,0.0,0.0,0.5714285714285714
2020-02-23,California,9,0.0,0.0,0.0,2.7142857142857144
2020-02-24,California,11,0.0,2.0,0.22222222222222232,2.5714285714285716
2020-02-25,California,11,0.0,0.0,0.0,2.5714285714285716
2020-02-26,California,26,0.0,15.0,1.3636363636363638,2.7142857142857144
2020-02-27,California,26,0.0,0.0,0.0,3.4285714285714284
2020-02-28,California,27,0.0,1.0,0.03846153846153855,3.857142857142857
2020-02-29,California,28,0.0,1.0,0.03703703703703698,4.857142857142857
2020-03-01,California,33,0.0,5.0,0.1785714285714286,4.142857142857143
2020-03-02,California,38,0.0,5.0,0.1515151515151516,5.857142857142857
2020-03-03,California,45,0.0,7.0,0.18421052631578938,7.714285714285714
2020-03-04,California,55,1.0,10.0,0.22222222222222232,10.285714285714286
2020-03-05,California,67,1.0,12.0,0.21818181818181825,11.285714285714286
2020-03-06,California,81,1.0,14.0,0.20895522388059695,19.142857142857142
2020-03-07,California,100,1.0,19.0,0.23456790123456783,19.142857142857142
2020-03-08,California,112,1.0,12.0,0.1200000000000001,21.0
2020-03-09,California,172,2.0,60.0,0.5357142857142858,26.428571428571427
2020-03-10,California,179,3.0,7.0,0.04069767441860472,34.142857142857146
2020-03-11,California,202,4.0,23.0,0.12849162011173187,40.142857142857146
2020-03-12,California,252,4.0,50.0,0.24752475247524752,52.285714285714285
2020-03-13,California,320,5.0,68.0,0.26984126984126977,59.42857142857143
2020-03-14,California,381,5.0,61.0,0.19062500000000004,79.0
2020-03-15,California,478,6.0,97.0,0.25459317585301844,98.71428571428571
2020-03-16,California,588,11.0,110.0,0.2301255230125523,116.42857142857143
2020-03-17,California,732,14.0,144.0,0.24489795918367352,137.57142857142858
2020-03-18,California,893,17.0,161.0,0.2199453551912569,166.14285714285714
2020-03-19,California,1067,19.0,174.0,0.19484882418812988,196.14285714285714
2020-03-20,California,1283,24.0,216.0,0.20243673851921273,236.0
2020-03-21,California,1544,28.0,261.0,0.20342946219797353,273.14285714285717
2020-03-22,California,1851,35.0,307.0,0.19883419689119175,327.14285714285717
2020-03-23,California,2240,39.0,389.0,0.2101566720691519,427.57142857142856
2020-03-24,California,2644,52.0,404.0,0.18035714285714288,518.8571428571429
2020-03-25,California,3183,68.0,539.0,0.20385779122541603,574.5714285714286
2020-03-26,California,4060,83.0,877.0,0.27552623311341495,638.5714285714286
2020-03-27,California,4915,104.0,855.0,0.21059113300492616,740.1428571428571
2020-03-28,California,5566,122.0,651.0,0.13245167853509665,848.4285714285714
2020-03-29,California,6321,132.0,755.0,0.13564498742364361,953.4285714285714
2020-03-30,California,7421,147.0,1100.0,0.17402309761113743,1018.5714285714286
2020-03-31,California,8583,184.0,1162.0,0.1565826707990836,1093.4285714285713
2020-04-01,California,9857,212.0,1274.0,0.14843294885238256,1175.7142857142858
2020-04-02,California,11190,247.0,1333.0,0.13523384396875326,1268.7142857142858
2020-04-03,California,12569,282.0,1379.0,0.12323503127792668,1277.142857142857
2020-04-04,California,13796,323.0,1227.0,0.0976211313549209,1279.5714285714287
2020-04-05,California,15202,351.0,1406.0,0.10191359814438972,1312.2857142857142
2020-04-06,California,16361,386.0,1159.0,0.0762399684252073,1285.857142857143
2020-04-07,California,17540,447.0,1179.0,0.0720616099260436,1256.7142857142858
2020-04-08,California,19043,506.0,1503.0,0.08568985176738875,1232.142857142857
2020-04-09,California,20191,548.0,1148.0,0.060284619020112284,1160.142857142857
2020-04-10,California,21366,594.0,1175.0,0.058194244960626085,1139.0
2020-04-11,California,22421,632.0,1055.0,0.0493775156791163,1174.0
2020-04-12,California,23323,676.0,902.0,0.04023014138530834,1152.0
2020-04-13,California,24334,725.0,1011.0,0.043347768297388845,1135.857142857143
2020-04-14,California,25758,778.0,1424.0,0.058518944686446916,1147.4285714285713
2020-04-15,California,27107,885.0,1349.0,0.052372078577529235,1201.142857142857
2020-04-16,California,28142,971.0,1035.0,0.03818201940458188,1174.4285714285713
2020-04-17,California,29398,1050.0,1256.0,0.04463080093809957,1361.142857142857
2020-04-18,California,30829,1146.0,1431.0,0.04867678073338322,1440.857142857143
2020-04-19,California,31544,1176.0,715.0,0.023192448668461596,1495.142857142857
2020-04-20,California,33862,1223.0,2318.0,0.0734846563530307,1627.4285714285713
2020-04-21,California,35844,1316.0,1982.0,0.05853168743724524,1710.0
2020-04-22,California,37573,1425.0,1729.0,0.04823680392813312,1680.142857142857
2020-04-23,California,39534,1548.0,1961.0,0.05219173342559813,1735.2857142857142
2020-04-24,California,41368,1619.0,1834.0,0.04639044872767739,1620.857142857143
2020-04-25,California,42590,1692.0,1222.0,0.02953974086250244,1532.2857142857142
2020-04-26,California,43691,1716.0,1101.0,0.02585113876496825,1618.7142857142858
2020-04-27,California,45208,1800.0,1517.0,0.03472110961067498,1562.2857142857142
2020-04-28,California,46570,1884.0,1362.0,0.030127411077685462,1564.2857142857142
2020-04-29,California,48904,1961.0,2334.0,0.05011810178226317,1594.7142857142858
2020-04-30,California,50470,2057.0,1566.0,0.032021920497300904,1625.857142857143
2020-05-01,California,52318,2147.0,1848.0,0.036615811373093,1589.2857142857142
2020-05-02,California,53753,2213.0,1435.0,0.02742841851752753,1754.0
2020-05-03,California,55072,2235.0,1319.0,0.024538165311703608,1697.5714285714287
2020-05-04,California,56333,2297.0,1261.0,0.022897298082510176,1715.857142857143
2020-05-05,California,58848,2386.0,2515.0,0.04464523458718683,1756.857142857143
2020-05-06,California,60787,2478.0,1939.0,0.03294929309407291,1867.2857142857142
2020-05-07,California,62481,2561.0,1694.0,0.027867800681066646,1854.142857142857
2020-05-08,California,64616,2650.0,2135.0,0.0341703877978905,1883.0
2020-05-09,California,66824,2732.0,2208.0,0.034171103132351055,1757.4285714285713
2020-05-10,California,68051,2769.0,1227.0,0.01836166646713755,1775.857142857143
2020-05-11,California,69514,2820.0,1463.0,0.02149858194589349,1780.857142857143
2020-05-12,California,71150,2902.0,1636.0,0.023534827516759282,1771.2857142857142
2020-05-13,California,73218,3014.0,2068.0,0.029065354884047823,1729.857142857143
2020-05-14,California,74947,3039.0,1729.0,0.023614411756671894,1759.2857142857142
2020-05-15,California,77015,3192.0,2068.0,0.027592832268136247,1775.5714285714287
2020-05-16,California,78933,3254.0,1918.0,0.02490423943387654,1833.0
2020-05-17,California,80366,3290.0,1433.0,0.01815463747735424,1843.857142857143
2020-05-18,California,81943,3322.0,1577.0,0.01962272602842008,1934.4285714285713
2020-05-19,California,83981,3422.0,2038.0,0.024870946877707745,1969.4285714285713
2020-05-20,California,86125,3514.0,2144.0,0.025529584072587763,1983.142857142857
2020-05-21,California,88488,3624.0,2363.0,0.027436865021770673,2053.8571428571427
2020-05-22,California,90801,3690.0,2313.0,0.02613913751017094,2153.4285714285716
2020-05-23,California,92815,3768.0,2014.0,0.022180372462858422,2277.5714285714284
2020-05-24,California,94743,3790.0,1928.0,0.02077250444432477,2249.714285714286
2020-05-25,California,97017,3808.0,2274.0,0.024001773218074174,2226.1428571428573
2020-05-26,California,99924,3859.0,2907.0,0.029963820773678762,2320.285714285714
2020-05-27,California,101873,3961.0,1949.0,0.01950482366598605,2469.285714285714
2020-05-28,California,104071,4042.0,2198.0,0.02157588369833019,2624.4285714285716
2020-05-29,California,107043,4144.0,2972.0,0.028557427141086444,2660.8571428571427
2020-05-30,California,110100,4214.0,3057.0,0.028558616630699918,2593.8571428571427
2020-05-31,California,113114,4242.0,3014.0,0.027375113533151696,2647.714285714286
2020-06-01,California,115643,4287.0,2529.0,0.022357975140124164,2692.285714285714
2020-06-02,California,118081,4360.0,2438.0,0.021082123431595434,2781.0
2020-06-03,California,120407,4422.0,2326.0,0.01969834266308723,2721.0
2020-06-04,California,122917,4484.0,2510.0,0.020845964105076886,2697.5714285714284
2020-06-05,California,126510,4550.0,3593.0,0.029231107169878756,2663.4285714285716
2020-06-06,California,129147,4626.0,2637.0,0.020844202039364434,2737.714285714286
2020-06-07,California,131997,4653.0,2850.0,0.022067876141141474,2818.8571428571427
2020-06-08,California,134287,4679.0,2290.0,0.017348879141192652,2970.285714285714
2020-06-09,California,137245,4775.0,2958.0,0.022027448673363814,2967.8571428571427
2020-06-10,California,140139,4869.0,2894.0,0.02108637837443994,3041.0
2020-06-11,California,143709,4941.0,3570.0,0.02547470725493972,2993.714285714286
2020-06-12,California,147285,4986.0,3576.0,0.024883618980022115,3053.5714285714284
2020-06-13,California,150434,5059.0,3149.0,0.02138031707234278,3126.5714285714284
2020-06-14,California,152953,5089.0,2519.0,0.01674488479997871,3320.285714285714
2020-06-15,California,155662,5120.0,2709.0,0.017711323086176733,3346.5714285714284
2020-06-16,California,159131,5202.0,3469.0,0.022285464660610765,3365.4285714285716
2020-06-17,California,163381,5283.0,4250.0,0.026707555410322215,3488.5714285714284
2020-06-18,California,167135,5359.0,3754.0,0.022976967946089166,3693.4285714285716
2020-06-19,California,170843,5425.0,3708.0,0.022185658300176492,4136.857142857143
2020-06-20,California,174854,5495.0,4011.0,0.023477695896232165,4558.285714285715
2020-06-21,California,178807,5517.0,3953.0,0.02260743248653152,4644.0
2020-06-22,California,184620,5561.0,5813.0,0.032509912922872086,4896.857142857143
2020-06-23,California,191039,5637.0,6419.0,0.03476871411548044,5169.142857142857
2020-06-24,California,195889,5728.0,4850.0,0.025387486324781827,5228.428571428572
2020-06-25,California,201413,5810.0,5524.0,0.028199643675755226,5449.714285714285
2020-06-26,California,207027,5872.0,5614.0,0.027873076713022416,5625.0
2020-06-27,California,211453,5902.0,4426.0,0.021378853965907885,5873.428571428572
2020-06-28,California,216955,5937.0,5502.0,0.026019966611965817,6267.857142857143
2020-06-29,California,223995,5979.0,7040.0,0.032449125394667044,6683.571428571428
2020-06-30,California,232153,6083.0,8158.0,0.036420455813745756,7038.714285714285
2020-07-01,California,239764,6168.0,7611.0,0.032784413727154016,7674.714285714285
2020-07-02,California,248198,6263.0,8434.0,0.03517625665237478,7804.571428571428
2020-07-03,California,256298,6315.0,8100.0,0.032635234772238286,7696.285714285715
2020-07-04,California,265176,6329.0,8878.0,0.03463936511404686,7944.714285714285
2020-07-05,California,271587,6369.0,6411.0,0.024176396053941618,8077.142857142857
2020-07-06,California,277869,6452.0,6282.0,0.02313070949640439,7902.571428571428
2020-07-07,California,287766,6563.0,9897.0,0.035617503211945234,7886.714285714285
2020-07-08,California,296304,6708.0,8538.0,0.029669940159713137,7836.285714285715
2020-07-09,California,303516,6825.0,7212.0,0.02433986716345382,8012.714285714285
2020-07-10,California,311505,6936.0,7989.0,0.026321511880757598,8333.857142857143
2020-07-11,California,320030,7012.0,8525.0,0.027367136964093763,8403.857142857143
2020-07-12,California,327676,7042.0,7646.0,0.023891510170921393,8456.142857142857
2020-07-13,California,336206,7086.0,8530.0,0.0260318119117664,8749.285714285714
2020-07-14,California,346593,7227.0,10387.0,0.030894749052664094,9059.57142857143
2020-07-15,California,355497,7368.0,8904.0,0.025690074525452022,9023.42857142857
2020-07-16,California,364761,7490.0,9264.0,0.026059291639591864,9112.0
2020-07-17,California,374922,7607.0,10161.0,0.02785659651114014,9141.285714285714
2020-07-18,California,383194,7697.0,8272.0,0.022063255823878025,9110.42857142857
2020-07-19,California,391460,7710.0,8266.0,0.02157131896637221,9575.857142857143
2020-07-20,California,400195,7764.0,8735.0,0.022313901803504788,9773.42857142857
2020-07-21,California,410366,7883.0,10171.0,0.025415110133809815,9739.142857142857
2020-07-22,California,422528,8038.0,12162.0,0.02963695822753354,10019.0
2020-07-23,California,433175,8190.0,10647.0,0.025198330051499518,9696.857142857143
2020-07-24,California,443096,8325.0,9921.0,0.022902983782535857,9558.285714285714
2020-07-25,California,453327,8428.0,10231.0,0.023089804466752017,9226.42857142857
2020-07-26,California,459338,8451.0,6011.0,0.013259744069954005,9073.0
2020-07-27,California,467103,8544.0,7765.0,0.01690476294145049,8727.714285714286
2020-07-28,California,474951,8716.0,7848.0,0.016801433516804742,8453.857142857143
2020-07-29,California,486039,8884.0,11088.0,0.02334556617419481,8025.714285714285
2020-07-30,California,494269,9009.0,8230.0,0.01693279757385735,8085.571428571428
2020-07-31,California,502273,9222.0,8004.0,0.01619361117124485,7876.0
2020-08-01,California,509507,9365.0,7234.0,0.01440252611627546,7472.428571428572
2020-08-02,California,515937,9399.0,6430.0,0.012620042511682916,6676.714285714285
2020-08-03,California,522235,9500.0,6298.0,0.012206916735957973,6677.714285714285
2020-08-04,California,527258,9696.0,5023.0,0.009618275297519352,6552.714285714285
2020-08-05,California,532776,9866.0,5518.0,0.010465464725049278,6664.428571428572
2020-08-06,California,541013,10014.0,8237.0,0.01546053125516167,6758.142857142857
2020-08-07,California,548142,10197.0,7129.0,0.01317713252731445,7433.142857142857
2020-08-08,California,556158,10299.0,8016.0,0.014623947809144333,8402.857142857143
2020-08-09,California,563244,10365.0,7086.0,0.012740983677300255,8903.0
2020-08-10,California,574267,10460.0,11023.0,0.019570559118250674,8885.57142857143
2020-08-11,California,586078,10654.0,11811.0,0.020567088131479005,9300.142857142857
2020-08-12,California,595097,10808.0,9019.0,0.015388736652800494,9403.285714285714
2020-08-13,California,603212,10995.0,8115.0,0.013636432379931396,9323.42857142857
2020-08-14,California,613243,11146.0,10031.0,0.016629311087975607,8674.857142857143
2020-08-15,California,621981,11229.0,8738.0,0.014248837736427378,7774.428571428572
2020-08-16,California,628508,11245.0,6527.0,0.010493889684733082,7377.857142857143
2020-08-17,California,634991,11334.0,6483.0,0.010314904503999855,7169.857142857143
2020-08-18,California,640499,11523.0,5508.0,0.008674138688579802,6678.285714285715
2020-08-19,California,646742,11686.0,6243.0,0.009747087817467248,6192.0
2020-08-20,California,653401,11801.0,6659.0,0.010296223223480228,5919.428571428572
2020-08-21,California,659991,11984.0,6590.0,0.010085690104545186,5892.142857142857
2020-08-22,California,665325,12137.0,5334.0,0.008081928389932491,5974.428571428572
2020-08-23,California,669944,12152.0,4619.0,0.006942471724345145,5838.571428571428
2020-08-24,California,676236,12250.0,6292.0,0.009391829764875848,5651.857142857143
2020-08-25,California,682320,12409.0,6084.0,0.008996859084698272,5485.714285714285
2020-08-26,California,687612,12547.0,5292.0,0.00775589166373547,5310.714285714285
2020-08-27,California,692964,12696.0,5352.0,0.00778345927645252,5235.0
2020-08-28,California,698391,12836.0,5427.0,0.007831575666268353,5186.714285714285
2020-08-29,California,702500,12906.0,4109.0,0.0058835236994749796,4901.428571428572
2020-08-30,California,706589,12939.0,4089.0,0.005820640569395019,4917.857142857143
2020-08-31,California,712543,13020.0,5954.0,0.008426397806928776,4919.857142857143
2020-09-01,California,716630,13149.0,4087.0,0.005735794190666388,4900.285714285715
2020-09-02,California,722037,13330.0,5407.0,0.007545037187949077,4939.142857142857
2020-09-03,California,727403,13497.0,5366.0,0.007431752112426304,4806.285714285715
2020-09-04,California,732693,13644.0,5290.0,0.007272447322873354,4306.571428571428
2020-09-05,California,737074,13708.0,4381.0,0.005979311935558229,4212.0
2020-09-06,California,740233,13730.0,3159.0,0.004285865462626548,3880.0
2020-09-07,California,742689,13763.0,2456.0,0.003317874236895779,3659.4285714285716
2020-09-08,California,746114,13843.0,3425.0,0.004611620745695655,3490.4285714285716
2020-09-09,California,749197,13990.0,3083.0,0.004132076331498924,3358.285714285714
2020-09-10,California,753019,14094.0,3822.0,0.005101461965277387,3308.1428571428573
2020-09-11,California,757126,14265.0,4107.0,0.005454045648250583,3482.0
2020-09-12,California,760582,14333.0,3456.0,0.0045646299294965775,3400.5714285714284
2020-09-13,California,763390,14386.0,2808.0,0.0036919096165830556,3446.0
2020-09-14,California,767063,14458.0,3673.0,0.004811433212381644,3418.0
2020-09-15,California,769918,14606.0,2855.0,0.0037219889370234682,3473.0
2020-09-16,California,773319,14716.0,3401.0,0.004417353536350532,3499.285714285714
2020-09-17,California,776945,14807.0,3626.0,0.0046888800094140315,3526.8571428571427
2020-09-18,California,781437,14912.0,4492.0,0.005781619033522256,3593.8571428571427
2020-09-19,California,785077,15023.0,3640.0,0.004658085040764703,3594.5714285714284
2020-09-20,California,788078,15018.0,3001.0,0.003822554985052351,3576.0
2020-09-21,California,792220,15069.0,4142.0,0.005255824931034825,3532.714285714286
2020-09-22,California,795080,15209.0,2860.0,0.0036101083032491488,3471.285714285714
2020-09-23,California,798351,15313.0,3271.0,0.004114051416209685,3448.285714285714
2020-09-24,California,801674,15389.0,3323.0,0.004162329601892001,3374.4285714285716
2020-09-25,California,805736,15533.0,4062.0,0.00506689751694589,3225.285714285714
2020-09-26,California,809215,15588.0,3479.0,0.004317791435408225,3265.714285714286
2020-09-27,California,811699,15608.0,2484.0,0.003069641566209258,3253.5714285714284
2020-09-28,California,814797,15641.0,3098.0,0.0038166857418822087,3233.285714285714
2020-09-29,California,817940,15791.0,3143.0,0.003857402518664177,3232.714285714286
2020-09-30,California,821126,15898.0,3186.0,0.0038951512335867466,3182.8571428571427
2020-10-01,California,824307,15989.0,3181.0,0.0038739486997123596,3276.714285714286
2020-10-02,California,828365,16074.0,4058.0,0.004922923134220714,3275.0
2020-10-03,California,831495,16122.0,3130.0,0.003778527581440594,3197.714285714286
2020-10-04,California,834636,16150.0,3141.0,0.003777533238323638,3229.714285714286
2020-10-05,California,837722,16179.0,3086.0,0.0036974201927546524,3296.8571428571427
2020-10-06,California,840324,16251.0,2602.0,0.003106042338627768,3266.285714285714
2020-10-07,California,843734,16358.0,3410.0,0.00405795859692204,3258.285714285714
2020-10-08,California,847385,16425.0,3651.0,0.004327193167514842,3205.8571428571427
2020-10-09,California,851229,16502.0,3844.0,0.004536308761660779,3176.8571428571427
2020-10-10,California,854303,16568.0,3074.0,0.003611249146821871,3327.1428571428573
2020-10-11,California,857077,16581.0,2774.0,0.0032470914886171265,3337.1428571428573
2020-10-12,California,859960,16594.0,2883.0,0.0033637584487742345,3285.0
2020-10-13,California,863614,16650.0,3654.0,0.004249034838829768,3267.5714285714284
2020-10-14,California,867094,16752.0,3480.0,0.004029578029073111,3136.4285714285716
2020-10-15,California,870380,16839.0,3286.0,0.0037896698627830627,3045.4285714285716
2020-10-16,California,874102,16901.0,3722.0,0.004276293113352869,3243.714285714286
2020-10-17,California,876258,16940.0,2156.0,0.0024665313659046895,3354.285714285714
2020-10-18,California,878395,16979.0,2137.0,0.002438779446236161,3294.285714285714
2020-10-19,California,882666,16987.0,4271.0,0.004862277221523437,3721.0
2020-10-20,California,887094,17067.0,4428.0,0.005016620103187375,4032.285714285714
2020-10-21,California,890154,17189.0,3060.0,0.0034494653328733804,4341.0
2020-10-22,California,896427,17266.0,6273.0,0.007047095221725641,4421.428571428572
2020-10-23,California,902328,17316.0,5901.0,0.0065828003841919,4434.428571428572
2020-10-24,California,906645,17345.0,4317.0,0.004784291299837706,4505.857142857143
2020-10-25,California,909345,17358.0,2700.0,0.0029780123422067373,4647.285714285715
2020-10-26,California,913707,17398.0,4362.0,0.0047968592778318,4354.714285714285
2020-10-27,California,918635,17478.0,4928.0,0.0053934138624307515,4216.428571428572
2020-10-28,California,922685,17541.0,4050.0,0.004408715104475602,4088.1428571428573
2020-10-29,California,926910,17567.0,4225.0,0.004579027512097822,4221.714285714285
2020-10-30,California,931843,17627.0,4933.0,0.005321983795621987,4348.714285714285
2020-10-31,California,935262,17661.0,3419.0,0.003669073009079815,4393.571428571428
2020-11-01,California,938897,17671.0,3635.0,0.003886611452192046,4563.428571428572
2020-11-02,California,944148,17700.0,5251.0,0.005592732749172713,4856.428571428572
2020-11-03,California,949390,17751.0,5242.0,0.005552095646021549,5110.714285714285
2020-11-04,California,954629,17818.0,5239.0,0.0055182801588389285,5365.571428571428
2020-11-05,California,960905,17866.0,6276.0,0.006574281736674736,5709.142857142857
2020-11-06,California,967618,17939.0,6713.0,0.006986122457474986,5925.0
2020-11-07,California,972821,17964.0,5203.0,0.005377121963419551,6425.142857142857
2020-11-08,California,978861,17975.0,6040.0,0.0062087475496519495,6412.428571428572
2020-11-09,California,985623,18035.0,6762.0,0.00690802882125241,6901.571428571428
2020-11-10,California,994366,18073.0,8743.0,0.008870531633291767,7351.714285714285
2020-11-11,California,999516,18109.0,5150.0,0.005179179497287745,7746.142857142857
2020-11-12,California,1009216,18141.0,9700.0,0.009704697073383617,8163.857142857143
2020-11-13,California,1019080,18218.0,9864.0,0.009773923520832062,8823.857142857143
